,0
1091,575
1092,573
1093,574
1094,574
1095,574
1096,572
1097,574
1098,576
1099,575
1100,576
1101,573
1102,575
1103,575
1104,573
1105,573
1106,574
1107,576
1108,574
1109,574
1110,573
1111,572
1112,575
1113,576
1114,575
1115,574
1116,575
1117,577
1118,574
1119,575
1120,575
1121,575
1122,576
1123,575
1124,573
1125,576
1126,577
1127,577
1128,576
1129,577
1130,576
1131,575
1132,575
1133,576
1134,578
1135,575
1136,576
1137,575
1138,576
1139,576
1140,576
1141,575
1142,577
1143,578
1144,575
1145,575
1146,576
1147,574
1148,574
1149,576
1150,576
1151,576
1152,575
1153,572
1154,575
1155,575
1156,576
1157,577
1158,577
1159,576
1160,576
1161,577
1162,576
1163,576
1164,573
1165,577
1166,577
1167,577
1168,575
1169,576
1170,577
1171,571
1172,576
1173,577
1174,576
1175,577
1176,576
1177,577
1178,572
1179,577
1180,575
1181,575
1182,578
1183,575
1184,576
1185,576
1186,576
1187,577
1188,576
1189,577
1190,576
1191,578
1192,575
1193,577
1194,576
1195,578
1196,577
1197,573
1198,576
1199,575
1200,576
1201,576
1202,576
1203,578
1204,576
1205,573
1206,577
1207,573
1208,576
1209,576
1210,577
1211,577
1212,576
1213,576
1214,577
1215,576
1216,576
1217,577
1218,576
1219,576
1220,576
1221,577
1222,576
1223,576
1224,578
1225,576
1226,577
1227,577
1228,576
1229,576
1230,571
1231,577
1232,577
1233,577
1234,576
1235,575
1236,575
1237,577
1238,576
1239,575
1240,575
1241,573
1242,579
1243,576
1244,576
1245,576
1246,576
1247,571
1248,578
1249,576
1250,576
1251,577
1252,576
1253,576
1254,576
1255,576
1256,576
1257,575
1258,576
1259,577
1260,575
1261,576
1262,576
1263,575
1264,577
1265,577
1266,576
1267,576
1268,576
1269,577
1270,575
1271,576
1272,575
1273,577
1274,575
1275,578
1276,576
1277,576
1278,574
1279,576
1280,577
1281,575
1282,576
1283,579
1284,575
1285,575
1286,576
1287,570
1288,575
1289,576
1290,574
1291,576
1292,575
1293,575
1294,576
1295,575
1296,579
1297,575
1298,576
1299,574
1300,572
1301,576
1302,574
1303,574
1304,574
1305,574
1306,576
1307,573
1308,576
1309,574
1310,575
1311,576
1312,576
1313,575
1314,574
1315,574
1316,579
1317,576
1318,575
1319,575
1320,575
1321,574
1322,574
1323,575
1324,574
1325,573
1326,574
1327,575
1328,577
1329,569
1330,575
1331,575
1332,573
1333,576
1334,579
1335,576
1336,575
1337,572
1338,576
1339,574
1340,572
1341,575
1342,574
1343,575
1344,574
1345,575
1346,576
1347,571
1348,573
1349,573
1350,573
1351,574
1352,574
1353,575
1354,574
1355,574
1356,573
1357,575
1358,574
1359,574
1360,573
1361,576
1362,575
1363,578
1364,576
1365,573
1366,572
1367,577
1368,570
1369,574
1370,573
1371,573
1372,573
1373,574
1374,574
1375,572
1376,573
1377,573
1378,573
1379,573
1380,574
1381,573
1382,574
1383,573
1384,573
1385,573
1386,568
1387,571
1388,573
1389,574
1390,572
1391,575
1392,573
1393,576
1394,573
1395,575
1396,573
1397,574
1398,573
1399,573
1400,573
1401,574
1402,574
1403,573
1404,573
1405,569
1406,572
1407,574
1408,573
1409,573
1410,571
1411,572
1412,573
1413,573
1414,572
1415,574
1416,574
1417,574
1418,573
1419,573
1420,571
1421,569
1422,572
1423,574
1424,573
1425,574
1426,572
1427,576
1428,574
1429,571
1430,573
1431,572
1432,572
1433,571
1434,571
1435,570
1436,572
1437,572
1438,571
1439,572
1440,571
1441,574
1442,572
1443,572
1444,572
1445,573
1446,574
1447,572
1448,574
1449,573
1450,572
1451,572
1452,573
1453,571
1454,572
1455,573
1456,571
1457,570
1458,571
1459,572
1460,573
1461,573
1462,571
1463,571
1464,571
1465,572
1466,571
1467,572
1468,571
1469,573
1470,571
1471,572
1472,571
1473,572
1474,568
1475,571
1476,572
1477,570
1478,571
1479,572
1480,571
1481,572
1482,571
1483,571
1484,573
1485,573
1486,572
1487,570
1488,570
1489,570
1490,571
1491,571
1492,570
1493,571
1494,571
1495,572
1496,572
1497,571
1498,572
1499,570
1500,569
1501,570
1502,572
1503,571
1504,571
1505,571
1506,570
1507,568
1508,572
1509,571
1510,572
1511,569
1512,570
1513,571
1514,569
1515,572
1516,571
1517,571
1518,570
1519,568
1520,569
1521,566
1522,569
1523,572
1524,569
1525,570
1526,570
1527,570
1528,571
1529,570
1530,570
1531,569
1532,570
1533,570
1534,571
1535,570
1536,570
1537,571
1538,570
1539,571
1540,571
1541,570
1542,571
1543,570
1544,569
1545,574
1546,570
1547,570
1548,575
1549,570
1550,571
1551,571
1552,570
1553,571
1554,569
1555,569
1556,569
1557,570
1558,570
1559,570
1560,570
1561,569
1562,570
1563,570
1564,570
1565,569
1566,570
1567,571
1568,569
1569,571
1570,568
1571,571
1572,569
1573,570
1574,568
1575,569
1576,568
1577,572
1578,569
1579,569
1580,567
1581,568
1582,567
1583,569
1584,565
1585,571
1586,569
1587,568
1588,569
1589,569
1590,570
1591,568
1592,569
1593,570
1594,568
1595,572
1596,569
1597,568
1598,570
1599,570
1600,571
1601,569
1602,571
1603,568
1604,568
1605,568
1606,568
1607,569
1608,567
1609,568
1610,568
1611,567
1612,569
1613,569
1614,569
1615,567
1616,568
1617,570
1618,568
1619,568
1620,568
1621,568
1622,569
1623,568
1624,567
1625,567
1626,568
1627,569
1628,568
1629,567
1630,568
1631,564
1632,568
1633,569
1634,568
1635,568
1636,569
1637,568
1638,566
1639,570
1640,569
1641,568
1642,570
1643,568
1644,567
1645,568
1646,569
1647,569
1648,567
1649,568
1650,568
1651,567
1652,569
1653,566
1654,568
1655,567
1656,568
1657,568
1658,568
1659,569
1660,568
1661,569
1662,568
1663,570
1664,567
1665,566
1666,570
1667,568
1668,567
1669,566
1670,569
1671,568
1672,567
1673,566
1674,563
1675,568
1676,568
1677,567
1678,566
1679,568
1680,567
1681,567
1682,571
1683,567
1684,566
1685,568
1686,566
1687,566
1688,567
1689,568
1690,568
1691,571
1692,567
1693,567
1694,567
1695,563
1696,567
1697,568
1698,566
1699,568
1700,567
1701,567
1702,566
1703,567
1704,566
1705,567
1706,568
1707,567
1708,567
1709,567
1710,565
1711,566
1712,565
1713,567
1714,567
1715,566
1716,566
1717,566
1718,568
1719,568
1720,568
1721,567
1722,567
1723,565
1724,567
1725,566
1726,566
1727,567
1728,567
1729,567
1730,567
1731,566
1732,566
1733,565
1734,567
1735,567
1736,565
1737,567
1738,565
1739,567
1740,572
1741,565
1742,566
1743,565
1744,568
1745,566
1746,565
1747,566
1748,567
1749,568
1750,566
1751,565
1752,567
1753,564
1754,566
1755,567
1756,566
1757,568
1758,566
1759,570
1760,565
1761,564
1762,566
1763,565
1764,565
1765,561
1766,567
1767,562
1768,565
1769,566
1770,568
1771,563
1772,568
1773,567
1774,568
1775,566
1776,564
1777,568
1778,568
1779,566
1780,567
1781,565
1782,565
1783,566
1784,565
1785,567
1786,566
1787,565
1788,565
1789,567
1790,565
1791,566
1792,566
1793,567
1794,566
1795,567
1796,566
1797,565
1798,565
1799,564
1800,567
1801,566
1802,565
1803,565
1804,565
1805,566
1806,565
1807,567
1808,566
1809,566
1810,564
1811,566
1812,565
1813,569
1814,564
1815,564
1816,567
1817,562
1818,564
1819,564
1820,569
1821,565
1822,566
1823,566
1824,565
1825,565
1826,566
1827,561
1828,565
1829,563
1830,566
1831,567
1832,565
1833,565
1834,564
1835,564
1836,564
1837,565
1838,565
1839,565
1840,564
1841,565
1842,563
1843,564
1844,565
1845,566
1846,565
1847,564
1848,565
1849,564
1850,568
1851,566
1852,562
1853,561
1854,563
1855,565
1856,564
1857,566
1858,564
1859,564
1860,565
1861,565
1862,563
1863,565
1864,565
1865,564
1866,565
1867,564
1868,563
1869,565
1870,566
1871,564
1872,564
1873,566
1874,564
1875,564
1876,563
1877,562
1878,565
1879,564
1880,564
1881,564
1882,565
1883,566
1884,564
1885,564
1886,564
1887,564
1888,564
1889,564
1890,563
1891,563
1892,563
1893,565
1894,564
1895,565
1896,566
1897,564
1898,563
1899,566
1900,565
1901,564
1902,565
1903,565
1904,562
1905,565
1906,563
1907,564
1908,563
1909,563
1910,564
1911,567
1912,564
1913,565
1914,565
1915,564
1916,567
1917,564
1918,563
1919,565
1920,565
1921,564
1922,560
1923,565
1924,563
1925,565
1926,565
1927,564
1928,564
1929,563
1930,562
1931,564
1932,564
1933,565
1934,563
1935,565
1936,563
1937,563
1938,565
1939,565
1940,564
1941,564
1942,563
1943,564
1944,564
1945,564
1946,564
1947,565
1948,563
1949,563
1950,563
1951,564
1952,562
1953,565
1954,563
1955,565
1956,564
1957,566
1958,564
1959,563
1960,567
1961,563
1962,564
1963,564
1964,563
1965,564
1966,563
1967,558
1968,563
1969,563
1970,557
1971,564
1972,564
1973,563
1974,562
1975,561
1976,562
1977,565
1978,563
1979,564
1980,563
1981,563
1982,561
1983,563
1984,566
1985,563
1986,563
1987,564
1988,561
1989,563
1990,565
1991,563
1992,562
1993,563
1994,562
1995,564
1996,564
1997,564
1998,562
1999,562
2000,564
2001,565
2002,563
2003,562
2004,563
2005,563
2006,564
2007,563
2008,560
2009,562
2010,559
2011,566
2012,561
2013,563
2014,563
2015,564
2016,565
2017,563
2018,563
2019,564
2020,564
2021,563
2022,562
2023,563
2024,564
2025,563
2026,560
2027,564
2028,561
2029,562
2030,560
2031,561
2032,563
2033,564
2034,564
2035,563
2036,563
2037,564
2038,561
2039,562
2040,562
2041,563
2042,562
2043,563
2044,562
2045,561
2046,563
2047,563
2048,562
2049,561
2050,563
2051,562
2052,564
2053,561
2054,561
2055,563
2056,562
2057,562
2058,563
2059,560
2060,563
2061,558
2062,565
2063,562
2064,563
2065,562
2066,562
2067,564
2068,561
2069,562
2070,565
2071,560
2072,562
2073,565
2074,563
2075,563
2076,562
2077,563
2078,563
2079,561
2080,562
2081,562
2082,562
2083,564
2084,562
2085,561
2086,565
2087,563
2088,561
2089,562
2090,562
2091,562
2092,563
2093,562
2094,564
2095,563
2096,562
2097,562
2098,561
2099,562
2100,562
2101,561
2102,564
2103,561
2104,562
2105,563
2106,561
2107,562
2108,562
2109,559
2110,563
2111,562
2112,561
2113,562
2114,564
2115,561
2116,561
2117,561
2118,562
2119,561
2120,563
2121,562
2122,561
2123,563
2124,562
2125,561
2126,562
2127,562
2128,558
2129,561
2130,562
2131,561
2132,564
2133,562
2134,562
2135,562
2136,561
2137,561
2138,563
2139,560
2140,562
2141,561
2142,561
2143,561
2144,563
2145,562
2146,561
2147,562
2148,562
2149,562
2150,562
2151,561
2152,561
2153,560
2154,560
2155,562
2156,560
2157,561
2158,562
2159,564
2160,562
2161,562
2162,561
2163,562
2164,560
2165,561
2166,561
2167,560
2168,561
2169,561
2170,562
2171,560
2172,560
2173,561
2174,561
2175,562
2176,561
2177,562
2178,559
2179,562
2180,562
2181,562
2182,563
2183,562
2184,563
2185,561
2186,562
2187,560
2188,560
2189,561
2190,561
2191,561
2192,560
2193,562
2194,561
2195,556
2196,562
2197,561
2198,561
2199,561
2200,562
2201,560
2202,562
2203,562
2204,559
2205,560
2206,560
2207,561
2208,561
2209,561
2210,563
2211,560
2212,562
2213,561
2214,562
2215,560
2216,561
2217,560
2218,560
2219,562
2220,562
2221,557
2222,559
2223,562
2224,562
2225,561
2226,561
2227,561
2228,561
2229,561
2230,560
2231,560
2232,560
2233,561
2234,560
2235,562
2236,560
2237,561
2238,561
2239,564
2240,560
2241,561
2242,563
2243,562
2244,562
2245,559
2246,562
2247,562
2248,562
2249,562
2250,561
2251,561
2252,559
2253,562
2254,561
2255,555
2256,557
2257,563
2258,563
2259,560
2260,562
2261,561
2262,560
2263,563
2264,564
2265,561
2266,562
2267,560
2268,559
2269,561
2270,560
2271,562
2272,561
2273,561
2274,563
2275,561
2276,561
2277,562
2278,562
2279,561
2280,562
2281,560
2282,563
2283,561
2284,560
2285,560
2286,558
2287,560
2288,563
2289,563
2290,563
2291,562
2292,560
2293,562
2294,564
2295,561
2296,562
2297,565
2298,565
2299,561
2300,562
2301,563
2302,563
2303,562
2304,561
2305,562
2306,562
2307,563
2308,560
2309,561
2310,563
2311,561
2312,560
2313,562
2314,562
2315,561
2316,563
2317,562
2318,561
2319,562
2320,558
2321,562
2322,563
2323,561
2324,562
2325,562
2326,566
2327,562
2328,563
2329,563
2330,561
2331,562
2332,562
2333,561
2334,563
2335,562
2336,559
2337,563
2338,562
2339,561
2340,559
2341,561
2342,563
2343,559
2344,563
2345,563
2346,563
2347,565
2348,564
2349,562
2350,562
2351,562
2352,562
2353,561
2354,562
2355,561
2356,562
2357,564
2358,557
2359,558
2360,564
2361,562
2362,563
2363,562
2364,562
2365,562
2366,560
2367,561
2368,561
2369,561
2370,563
2371,562
2372,561
2373,562
2374,561
2375,564
2376,561
2377,558
2378,562
2379,563
2380,564
2381,561
2382,561
2383,562
2384,562
2385,561
2386,562
2387,564
2388,563
2389,563
2390,563
2391,563
2392,561
2393,564
2394,563
2395,563
2396,564
2397,557
2398,562
2399,562
2400,563
2401,562
2402,563
2403,562
2404,561
2405,559
2406,562
2407,560
2408,562
2409,563
2410,565
2411,560
2412,562
2413,561
2414,561
2415,561
2416,562
2417,564
2418,562
2419,564
2420,561
2421,563
2422,563
2423,563
2424,563
2425,565
2426,562
2427,563
2428,562
2429,562
2430,563
2431,564
2432,563
2433,563
2434,563
2435,561
2436,561
2437,563
2438,561
2439,563
2440,561
2441,563
2442,563
2443,563
2444,562
2445,562
2446,563
2447,563
2448,562
2449,564
2450,562
2451,562
2452,564
2453,561
2454,563
2455,561
2456,563
2457,559
2458,563
2459,563
2460,562
2461,562
2462,563
2463,564
2464,562
2465,562
2466,563
2467,561
2468,558
2469,562
2470,564
2471,562
2472,563
2473,561
2474,562
2475,563
2476,563
2477,562
2478,562
2479,562
2480,562
2481,563
2482,562
2483,563
2484,563
2485,562
2486,562
2487,563
2488,560
2489,562
2490,561
2491,560
2492,561
2493,564
2494,562
2495,563
2496,566
2497,563
2498,560
2499,561
2500,563
2501,559
2502,563
2503,563
2504,561
2505,562
2506,562
2507,560
2508,562
2509,563
2510,562
2511,559
2512,561
2513,561
2514,562
2515,561
2516,562
2517,561
2518,562
2519,563
2520,562
2521,562
2522,560
2523,562
2524,561
2525,562
2526,560
2527,561
2528,562
2529,562
2530,560
2531,560
2532,561
2533,563
2534,559
2535,560
2536,562
2537,561
2538,562
2539,562
2540,560
2541,561
2542,562
2543,561
2544,560
2545,562
2546,564
2547,564
2548,560
2549,561
2550,561
2551,561
2552,560
2553,563
2554,562
2555,561
2556,560
2557,562
2558,562
2559,561
2560,561
2561,560
2562,561
2563,560
2564,558
2565,561
2566,563
2567,562
2568,560
2569,561
2570,561
2571,561
2572,561
2573,559
2574,562
2575,557
2576,561
2577,561
2578,561
2579,560
2580,560
2581,560
2582,560
2583,559
2584,560
2585,561
2586,560
2587,559
2588,560
2589,559
2590,560
2591,562
2592,560
2593,559
2594,561
2595,559
2596,562
2597,559
2598,560
2599,559
2600,560
2601,560
2602,559
2603,561
2604,560
2605,557
2606,561
2607,559
2608,560
2609,560
2610,559
2611,561
2612,561
2613,560
2614,559
2615,560
2616,558
2617,558
2618,561
2619,559
2620,559
2621,557
2622,561
2623,559
2624,559
2625,558
2626,560
